action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2277583,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2ccc(Cc3ccccc3)cc2)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,"{'bei': '17.94', 'le': '0.32', 'lle': '1.89', 'sei': '10.27'}",CHEMBL492549,,CHEMBL492549,5.66,0,http://www.openphacts.org/units/Nanomolar,754397,=,1,1,=,,IC50,nM,,2200.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,2.2
,,2277584,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2cccc(F)c2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,"{'bei': '16.88', 'le': '0.32', 'lle': '1.96', 'sei': '8.00'}",CHEMBL506446,,CHEMBL506446,4.41,0,http://www.openphacts.org/units/Nanomolar,754398,=,1,1,=,,IC50,nM,,39000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,39.0
,,2277585,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2cc(F)ccc2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,,CHEMBL451525,,CHEMBL451525,,0,http://www.openphacts.org/units/Nanomolar,754399,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,2277586,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2c(F)cccc2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,,CHEMBL492550,,CHEMBL492550,,0,http://www.openphacts.org/units/Nanomolar,754400,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,100.0
,,2277587,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2ccc(F)c(F)c2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,"{'bei': '16.25', 'le': '0.31', 'lle': '1.95', 'sei': '8.23'}",CHEMBL493761,,CHEMBL493761,4.54,0,http://www.openphacts.org/units/Nanomolar,754482,=,1,1,=,,IC50,nM,,29000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,29.0
,,2277588,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2cc(F)c(F)cc2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,"{'bei': '17.08', 'le': '0.33', 'lle': '2.18', 'sei': '8.65'}",CHEMBL451417,,CHEMBL451417,4.77,0,http://www.openphacts.org/units/Nanomolar,754483,=,1,1,=,,IC50,nM,,17000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,17.0
,,2277589,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2c(F)cc(F)cc2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,,CHEMBL523691,,CHEMBL523691,,0,http://www.openphacts.org/units/Nanomolar,754484,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,100.0
,,2277590,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2c(F)c(F)cc(F)c2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,,CHEMBL508404,,CHEMBL508404,,0,http://www.openphacts.org/units/Nanomolar,754485,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,100.0
,,2277591,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2c(F)c(F)c(F)c(F)c2F)n2ncnc2n1,,,CHEMBL1153392,J Med Chem,2009,,CHEMBL492497,,CHEMBL492497,,0,http://www.openphacts.org/units/Nanomolar,754486,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,100.0
,,2277592,[],CHEMBL1016154,Inhibition of Plasmodium falciparum DHODH,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Nc2cc(C)nc3ncnn23)c(F)c1,,,CHEMBL1153392,J Med Chem,2009,"{'bei': '17.76', 'le': '0.33', 'lle': '1.95', 'sei': '8.29'}",CHEMBL502389,,CHEMBL502389,4.57,0,http://www.openphacts.org/units/Nanomolar,754487,=,1,1,=,,IC50,nM,,27000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,27.0
